fold,site,state,n_inducing,n_train,n_test,ip_selection_time,train_time,infer_time,total_fold_time,stopped_epoch
55,114928_44170,ID,1024,48666,186,82.30197162833065,147.49823223473504,0.03360302885994315,229.83380689192563,50
56,108720_47582,MT,128,48630,222,17.102660960983485,105.64943155925721,0.03247822029516101,122.78457074053586,50
56,108720_47582,MT,256,48630,222,20.569304997101426,101.8572658021003,0.02117455005645752,122.44774534925818,50
56,108720_47582,MT,512,48630,222,25.01800819300115,96.7034418033436,0.049042990896850824,121.7704929872416,50
56,108720_47582,MT,1024,48630,222,40.13019185932353,128.2208725232631,0.02963425498455763,168.3806986375712,50
57,113997_48510,MT,128,48631,221,12.11522156605497,125.71165572898462,0.02886359393596649,137.85574088897556,50
57,113997_48510,MT,256,48631,221,27.631148763000965,111.7443052046001,0.03679222799837589,139.41224619559944,50
57,113997_48510,MT,512,48631,221,49.03614378673956,114.50909128924832,0.028871851041913033,163.5741069270298,50
57,113997_48510,MT,1024,48631,221,81.99625241896138,154.7685630391352,0.0369415651075542,236.80175702320412,50
58,111712_46826,MT,128,48705,147,12.483055999036878,109.60367208113894,0.032379763666540384,122.11910784384236,50
58,111712_46826,MT,256,48705,147,22.238894662819803,108.64767552120611,0.02039548521861434,130.90696566924453,50
58,111712_46826,MT,512,48705,147,55.78465934097767,108.38138053799048,0.04242014326155186,164.2084600222297,50
58,111712_46826,MT,1024,48705,147,91.783243319951,156.21838435390964,0.0520433122292161,248.05367098608986,50
59,113155_47122,MT,128,48629,223,13.217665722128004,105.62679195869714,0.019513772800564766,118.86397145362571,50
59,113155_47122,MT,256,48629,223,17.08762040408328,105.72612613020465,0.02096507605165243,122.83471161033958,50
59,113155_47122,MT,512,48629,223,37.12445291830227,116.5726906741038,0.03567988192662597,153.7328234743327,50
59,113155_47122,MT,1024,48629,223,87.35491225216538,155.15904041705653,0.03052325500175357,242.54447592422366,50
60,114001_45860,MT,128,48616,236,7.249085524119437,90.43104913877323,0.019119011238217354,97.69925367413089,50
60,114001_45860,MT,256,48616,236,11.809014549013227,94.44102611392736,0.019365340936928988,106.26940600387752,50
60,114001_45860,MT,512,48616,236,16.508354695048183,93.6293054590933,0.02469430724158883,110.16235446138307,50
60,114001_45860,MT,1024,48616,236,38.46895665535703,124.67354712821543,0.03150893794372678,163.1740127215162,50
61,115672_47955,MT,128,48634,218,7.895075749605894,112.26406868826598,0.020922175142914057,120.18006661301479,50
61,115672_47955,MT,256,48634,218,19.56816063495353,105.7160891010426,0.021184735000133514,125.30543447099626,50
61,115672_47955,MT,512,48634,218,51.395306997932494,117.85264945961535,0.055211090948432684,169.30316754849628,50
61,115672_47955,MT,1024,48634,218,67.72243451699615,158.09202862298116,0.03653952293097973,225.8510026629083,50
62,104476_48487,MT,128,48636,216,6.621801805216819,91.67778738494962,0.019938352052122355,98.31952754221857,50
62,104476_48487,MT,256,48636,216,9.093218876048923,84.75256522325799,0.01967518124729395,93.8654592805542,50
62,104476_48487,MT,512,48636,216,17.9090908030048,91.27044962299988,0.022683249786496162,109.20222367579117,50
62,104476_48487,MT,1024,48636,216,36.58848166791722,127.20888230996206,0.026161490008234978,163.82352546788752,50
63,104818_41137,WY,128,48629,223,11.89545379113406,115.67650319682434,0.03296511201187968,127.60492209997028,50
63,104818_41137,WY,256,48629,223,20.460654330905527,105.60650501493365,0.020884464029222727,126.0880438098684,50
63,104818_41137,WY,512,48629,223,39.83090489404276,108.23005884187296,0.038193888030946255,148.09915762394667,50
63,104818_41137,WY,1024,48629,223,100.40771546028554,148.12454798212275,0.026636942755430937,248.55890038516372,50
64,106956_44815,WY,128,48632,220,16.436918129678816,110.33820503111929,0.029490891844034195,126.80461405264214,50
64,106956_44815,WY,256,48632,220,23.9686999223195,105.29749399330467,0.02820703713223338,129.2944009527564,50
64,106956_44815,WY,512,48632,220,34.52439748495817,124.91282766778022,0.045286729000508785,159.4825118817389,50
64,106956_44815,WY,1024,48632,220,101.80806553736329,143.3827660069801,0.036998934112489223,245.22783047845587,50
65,109759_42975,WY,128,48636,216,14.461951972916722,125.14873677166179,0.04177557909861207,139.65246432367712,50
65,109759_42975,WY,256,48636,216,22.992775293067098,97.6778698079288,0.03996116295456886,120.71060626395047,50
65,109759_42975,WY,512,48636,216,43.87963897595182,114.9233191399835,0.027458145283162594,158.8304162612185,50
65,109759_42975,WY,1024,48636,216,72.06845389679074,145.37803101493046,0.026515891309827566,217.47300080303103,50
66,110401_44565,WY,128,48631,221,13.72247604560107,108.66508699394763,0.022018957883119583,122.40958199743181,50
66,110401_44565,WY,256,48631,221,12.855482985265553,89.49564266204834,0.02114626532420516,102.3722719126381,50
66,110401_44565,WY,512,48631,221,22.283074690960348,101.97344131395221,0.033619452733546495,124.2901354576461,50
66,110401_44565,WY,1024,48631,221,50.48076880024746,122.33605637168512,0.03550884919241071,172.852334021125,50
67,108736_42842,WY,128,48632,220,11.046435511205345,107.71300151571631,0.020635013934224844,118.78007204085588,50
67,108736_42842,WY,256,48632,220,21.098932020366192,102.5225937529467,0.03665366303175688,123.65817943634465,50
67,108736_42842,WY,512,48632,220,38.655605332925916,120.5186898689717,0.023649153299629688,159.19794435519725,50
67,108736_42842,WY,1024,48632,220,84.72874937020242,149.94766486808658,0.03849328774958849,234.7149075260386,50
68,114270_47773,MT,128,48641,211,13.9904878847301,107.50374035583809,0.03942555096000433,121.5336537915282,50
68,114270_47773,MT,256,48641,211,17.567758599296212,101.08237008238211,0.03983901208266616,118.68996769376099,50
68,114270_47773,MT,512,48641,211,53.46581293595955,108.24281000904739,0.03202686831355095,161.7406498133205,50
68,114270_47773,MT,1024,48641,211,90.28464110102504,144.9677171781659,0.06707264622673392,235.3194309254177,50
69,105103_48308,MT,128,48654,198,10.161930823232979,107.89862252306193,0.02408948400989175,118.0846428303048,50
69,105103_48308,MT,256,48654,198,20.990637820679694,104.16795091191307,0.020921544171869755,125.17951027676463,50
69,105103_48308,MT,512,48654,198,35.101228534244,114.72876700386405,0.055230614729225636,149.88522615283728,50
69,105103_48308,MT,1024,48654,198,89.61104265321046,153.81748739117756,0.05685783876106143,243.4853878831491,50
70,106557_45648,MT,128,48617,235,7.572468772064894,102.72821242688224,0.02085380395874381,110.32153500290588,50
70,106557_45648,MT,256,48617,235,12.481139408424497,92.38190884282812,0.046328871976584196,104.9093771232292,50
70,106557_45648,MT,512,48617,235,21.95360524300486,91.51985324500129,0.023265390656888485,113.49672387866303,50
70,106557_45648,MT,1024,48617,235,34.59081591619179,134.61912203207612,0.04718384286388755,169.2571217911318,50
71,105290_44652,WY,128,48624,228,9.714222426060587,107.65253333793953,0.03683012304827571,117.4035858870484,50
71,105290_44652,WY,256,48624,228,25.990443585906178,105.0844089970924,0.021085389889776707,131.09593797288835,50
71,105290_44652,WY,512,48624,228,46.06532768299803,115.97032539686188,0.02253606403246522,162.05818914389238,50
71,105290_44652,WY,1024,48624,228,88.23246464319527,152.95117153180763,0.05099246511235833,241.23462864011526,50
72,113484_47177,MT,128,48124,728,15.908031146042049,109.88112496165559,0.05827093776315451,125.84742704546079,50
72,113484_47177,MT,256,48124,728,21.131797206122428,107.89646102301776,0.03608262212947011,129.06434085126966,50
72,113484_47177,MT,512,48124,728,41.10957440594211,112.35895736794919,0.030305949971079826,153.49883772386238,50
72,113484_47177,MT,1024,48124,728,83.46463873283938,147.9197213780135,0.07067204965278506,231.45503216050565,50
73,110798_43458,WY,128,48632,220,13.501055684871972,118.90170581778511,0.020745834801346064,132.42350733745843,50
73,110798_43458,WY,256,48632,220,20.146146276965737,100.80843878909945,0.020883887074887753,120.97546895314008,50
73,110798_43458,WY,512,48632,220,21.53363982355222,95.20925317704678,0.023130755871534348,116.76602375647053,50
73,110798_43458,WY,1024,48632,220,29.830892810132354,122.33716938830912,0.02713620290160179,152.19519840134308,50
74,105540_44503,WY,128,48397,455,14.079511109739542,109.48755360301584,0.0363665628246963,123.60343127558008,50
74,105540_44503,WY,256,48397,455,18.939625858794898,104.07913060998544,0.021117914002388716,123.03987438278273,50
74,105540_44503,WY,512,48397,455,30.910853813402355,111.06110870977864,0.06111308978870511,142.0330756129697,50
74,105540_44503,WY,1024,48397,455,87.24757299711928,144.2423534942791,0.06144107412546873,231.55136756552383,50
75,109069_44525,WY,128,48618,234,11.21670189499855,117.81736226286739,0.0642710137180984,129.09833517158404,50
75,109069_44525,WY,256,48618,234,18.92879668297246,111.23926602583379,0.02203399781137705,130.19009670661762,50
75,109069_44525,WY,512,48618,234,53.36541087599471,107.70546170603484,0.03562616603448987,161.10649874806404,50
75,109069_44525,WY,1024,48618,234,71.48353444598615,140.92881334479898,0.027226614765822887,212.43957440555096,50
76,109221_41593,WY,128,48613,239,12.284235326107591,116.52190642198548,0.02884370181709528,128.83498544991016,50
76,109221_41593,WY,256,48613,239,22.833497718907893,103.78899893769994,0.036667773965746164,126.65916443057358,50
76,109221_41593,WY,512,48613,239,42.14102066215128,113.49830649234354,0.022804489824920893,155.66213164431974,50
76,109221_41593,WY,1024,48613,239,59.66896501695737,147.19930298440158,0.047161723021417856,206.91542972438037,50
77,105592_41312,WY,128,48618,234,9.252979579847306,85.84079369204119,0.032510189805179834,95.12628346169367,50
77,105592_41312,WY,256,48618,234,9.662906165700406,88.8004010268487,0.021542567759752274,98.48484976030886,50
77,105592_41312,WY,512,48618,234,22.995175118092448,94.80366166681051,0.023674809839576483,117.82251159474254,50
77,105592_41312,WY,1024,48618,234,35.354461091104895,135.0450392612256,0.035689196083694696,170.4351895484142,50
78,106325_42851,WY,128,48623,229,13.212483040057123,110.96864124573767,0.03710475843399763,124.21822904422879,50
78,106325_42851,WY,256,48623,229,12.098660735879093,100.6734120817855,0.020941057708114386,112.79301387537271,50
78,106325_42851,WY,512,48623,229,23.926687592174858,116.33967457571998,0.040910670068114996,140.30727283796296,50
78,106325_42851,WY,1024,48623,229,80.35484080389142,147.59972758311778,0.043979126028716564,227.99854751303792,50
79,109640_42846,WY,128,48623,229,10.00318471994251,107.33343609794974,0.036722456105053425,117.3733432739973,50
79,109640_42846,WY,256,48623,229,20.16446485929191,109.39581787679344,0.04544870834797621,129.60573144443333,50
79,109640_42846,WY,512,48623,229,46.58981797005981,115.65319802518934,0.0418708398938179,162.28488683514297,50
79,109640_42846,WY,1024,48623,229,62.58304436178878,151.1685377205722,0.0315733109600842,213.78315539332107,50
80,106964_44783,WY,128,48616,236,7.0090681980364025,89.60627378709614,0.019527416676282883,96.63486940180883,50
80,106964_44783,WY,256,48616,236,9.822651508729905,82.84887874173,0.028417956084012985,92.69994820654392,50
80,106964_44783,WY,512,48616,236,21.78692216798663,95.97661216463894,0.022257735952734947,117.7857920685783,50
80,106964_44783,WY,1024,48616,236,35.59284249506891,131.86831676634029,0.02531650708988309,167.48647576849908,50
81,103228_44078,SD,128,48615,237,17.405901652760804,111.37203102000058,0.036535348277539015,128.81446802103892,50
81,103228_44078,SD,256,48615,237,16.380983841139823,108.61398123111576,0.020874558947980404,125.01583963120356,50
81,103228_44078,SD,512,48615,237,42.17210452770814,113.35950041096658,0.04008379066362977,155.57168872933835,50
81,103228_44078,SD,1024,48615,237,31.18723017629236,134.80115885613486,0.0346825560554862,166.0230715884827,50
82,109382_44745,WY,128,48638,214,10.825508608017117,102.73620017804205,0.03671922767534852,113.59842801373452,50
82,109382_44745,WY,256,48638,214,12.544814269058406,111.59835109114647,0.022494159173220396,124.1656595193781,50
82,109382_44745,WY,512,48638,214,28.747978175990283,111.78297310369089,0.022901963908225298,140.5538532435894,50
82,109382_44745,WY,1024,48638,214,56.88176894001663,133.1359366439283,0.04957159422338009,190.0672771781683,50
83,110745_43483,WY,128,48430,422,13.381733943708241,118.87799842143431,0.02096968377009034,132.28070204891264,50
83,110745_43483,WY,256,48430,422,12.931848902255297,90.5971817150712,0.03681587614119053,103.56584649346769,50
83,110745_43483,WY,512,48430,422,25.148603738751262,106.98004062380642,0.03443768620491028,132.1630820487626,50
83,110745_43483,WY,1024,48430,422,53.74740584427491,143.87548034917563,0.044443496968597174,197.66732969041914,50
84,109017_44526,WY,128,48443,409,8.85326940799132,105.15816847700626,0.039896479807794094,114.05133436480537,50
84,109017_44526,WY,256,48443,409,12.341034526005387,103.48907201504335,0.03219981025904417,115.86230635130778,50
84,109017_44526,WY,512,48443,409,23.696609895210713,99.25651617813855,0.021820348221808672,122.97494642157108,50
84,109017_44526,WY,1024,48443,409,47.477665855083615,149.34957460686564,0.046090301126241684,196.8733307630755,50
85,104523_41085,WY,128,48418,434,12.078078113961965,90.33378603728488,0.02110568806529045,102.43296983931214,50
85,104523_41085,WY,256,48418,434,14.674322417005897,100.40310031408444,0.03356792777776718,115.1109906588681,50
85,104523_41085,WY,512,48418,434,22.26513296412304,110.98798010405153,0.023541518952697515,133.27665458712727,50
85,104523_41085,WY,1024,48418,434,48.14624525979161,121.94707819866017,0.07074885489419103,170.16407231334597,50
86,106365_42822,WY,128,48642,210,10.681724133901298,93.9150430909358,0.020161577966064215,104.61692880280316,50
86,106365_42822,WY,256,48642,210,12.828578769695014,114.40949332807213,0.036877782084047794,127.27494987985119,50
86,106365_42822,WY,512,48642,210,45.8817728231661,105.89885924989358,0.024044967722147703,151.80467704078183,50
86,106365_42822,WY,1024,48642,210,52.385623399633914,133.98193606175482,0.04436826379969716,186.41192772518843,50
87,116215_43648,ID,128,48707,145,12.10155694372952,112.18782103899866,0.032376048155128956,124.32175403088331,50
87,116215_43648,ID,256,48707,145,20.465787433087826,98.59968772390857,0.03727292874827981,119.10274808574468,50
87,116215_43648,ID,512,48707,145,39.13746054796502,107.54080372489989,0.02299569733440876,146.70125997019932,50
87,116215_43648,ID,1024,48707,145,73.01114877685905,149.66182802291587,0.055982545018196106,222.7289593447931,50
88,116827_47715,ID,128,48837,15,11.305827538948506,102.16645786771551,0.020974974147975445,113.49326038081199,50
88,116827_47715,ID,256,48837,15,20.721922350116074,95.17896087281406,0.0527513911947608,115.9536346141249,50
88,116827_47715,ID,512,48837,15,32.22823805361986,118.64719622815028,0.033147809095680714,150.90858209086582,50
88,116827_47715,ID,1024,48837,15,88.13234722893685,150.567501291167,0.034488298930227757,238.73433681903407,50
89,102402_48642,ND,128,48500,352,13.931040348019451,101.65811703307554,0.04871308384463191,115.63787046493962,50
89,102402_48642,ND,256,48500,352,16.21978786494583,97.87337511312217,0.03718888806179166,114.13035186612979,50
89,102402_48642,ND,512,48500,352,38.98917031707242,108.3545971061103,0.04132971866056323,147.3850971418433,50
89,102402_48642,ND,1024,48500,352,93.29447717266157,146.52961106970906,0.0520247220993042,239.87611296446994,50
90,102646_47342,ND,128,48498,354,15.005824102088809,120.99050852097571,0.06099631590768695,136.0573289389722,50
90,102646_47342,ND,256,48498,354,25.589980345219374,88.78241177508608,0.0339594641700387,114.40635158447549,50
90,102646_47342,ND,512,48498,354,18.448691627010703,91.64826140413061,0.023714615032076836,110.12066764617339,50
90,102646_47342,ND,1024,48498,354,38.782848816365004,133.74944484280422,0.03645379329100251,172.56874745246023,50
91,108041_44280,WY,128,48489,363,14.02349793119356,105.0042539392598,0.020212200935930014,119.04796407138929,50
91,108041_44280,WY,256,48489,363,15.907070410903543,117.91143840365112,0.022027594968676567,133.84053640952334,50
91,108041_44280,WY,512,48489,363,44.684756381902844,111.90475312108174,0.02699261298403144,156.61650211596861,50
91,108041_44280,WY,1024,48489,363,78.11802699277177,143.8279412346892,0.034109518863260746,221.98007774632424,50
92,104192_43873,WY,128,48500,352,8.608717270195484,110.76678219297901,0.0207464131526649,119.39624587632716,50
92,104192_43873,WY,256,48500,352,22.674436152912676,97.03936354583129,0.020594215020537376,119.7343939137645,50
92,104192_43873,WY,512,48500,352,41.57178723625839,104.32487148884684,0.02224300103262067,145.91890172613785,50
92,104192_43873,WY,1024,48500,352,78.51466161198914,145.6201991038397,0.04708336666226387,224.1819440824911,50
93,105920_44340,WY,128,48659,193,12.464503603987396,94.20198144717142,0.02030337182804942,106.68678842298687,50
93,105920_44340,WY,256,48659,193,21.090861024800688,100.25791091891006,0.020427404902875423,121.36919934861362,50
93,105920_44340,WY,512,48659,193,27.32639094768092,100.2116962778382,0.05559420911595225,127.59368143463507,50
93,105920_44340,WY,1024,48659,193,42.071732776705176,134.25964223314077,0.027424409985542297,176.35879941983148,50
94,113787_42608,ID,128,48691,161,10.189490091986954,106.50906280986965,0.03713214211165905,116.73568504396826,50
94,113787_42608,ID,256,48691,161,21.131859264336526,103.20753543637693,0.054738475009799004,124.39413317572325,50
94,113787_42608,ID,512,48691,161,38.845281479880214,115.42341558495536,0.034861264284700155,154.30355832912028,50
94,113787_42608,ID,1024,48691,161,80.33350494410843,145.24228007532656,0.035451164934784174,225.61123618436977,50
95,116896_46921,ID,128,48691,161,14.956115365959704,118.58645460475236,0.030494507867842913,133.5730644785799,50
95,116896_46921,ID,256,48691,161,21.781680827960372,116.90397252701223,0.030661704018712044,138.7163150589913,50
95,116896_46921,ID,512,48691,161,53.151365029625595,116.93272743700072,0.03378305211663246,170.11787551874295,50
95,116896_46921,ID,1024,48691,161,85.65138123277575,160.68968657124788,0.031696673948317766,246.37276447797194,50
96,116709_46579,ID,128,48702,150,6.9550892426632345,101.05610047513619,0.01906432816758752,108.03025404596701,50
96,116709_46579,ID,256,48702,150,8.283395627047867,91.33812964707613,0.02016161708161235,99.64168689120561,50
96,116709_46579,ID,512,48702,150,22.96940338378772,93.49084121361375,0.021994695998728275,116.4822392934002,50
96,116709_46579,ID,1024,48702,150,37.01700941566378,126.36799008399248,0.04463262716308236,163.42963212681934,50
97,116359_48998,ID,128,48726,126,13.37967470800504,100.54357734229416,0.01984068565070629,113.9430927359499,50
97,116359_48998,ID,256,48726,126,21.236009462270886,106.95299843186513,0.020957705099135637,128.20996559923515,50
97,116359_48998,ID,512,48726,126,34.120490389410406,122.44105905713513,0.06413624994456768,156.6256856964901,50
97,116359_48998,ID,1024,48726,126,87.70438633300364,149.94755486398935,0.025973841082304716,237.6779150380753,50
98,111615_42652,ID,128,48689,163,9.196134451776743,113.38457696698606,0.04871832113713026,122.62942973989993,50
98,111615_42652,ID,256,48689,163,23.898322126828134,110.30855883471668,0.0281113856472075,134.23499234719202,50
98,111615_42652,ID,512,48689,163,56.662569995969534,111.27786580938846,0.03288586810231209,167.9733216734603,50
98,111615_42652,ID,1024,48689,163,65.82570440368727,134.1022189790383,0.04550429107621312,199.97342767380178,50
99,111800_43809,ID,128,48699,153,6.965786403045058,116.89807830564678,0.020499762147665024,123.8843644708395,50
99,111800_43809,ID,256,48699,153,10.343435065820813,95.89561851788312,0.04443012783303857,106.28348371153697,50
99,111800_43809,ID,512,48699,153,18.609484113752842,94.03886644495651,0.02161386888474226,112.6699644275941,50
99,111800_43809,ID,1024,48699,153,43.94387993076816,139.14838922210038,0.025725180748850107,183.1179943336174,50
100,116979_44262,ID,128,48711,141,13.347677503246814,106.15639034891501,0.020362807903438807,119.52443066006526,50
100,116979_44262,ID,256,48711,141,11.744365009013563,97.9393339487724,0.019922940991818905,109.70362189877778,50
100,116979_44262,ID,512,48711,141,31.886384481098503,110.51314974296838,0.03799024689942598,142.4375244709663,50
100,116979_44262,ID,1024,48711,141,66.35836169077083,147.24389043496922,0.030178265180438757,213.6324303909205,50
101,116347_46061,ID,128,48692,160,15.544360048137605,98.6664133258164,0.04026420693844557,114.25103758089244,50
101,116347_46061,ID,256,48692,160,16.05555522395298,92.5520715774037,0.02078587096184492,108.62841267231852,50
101,116347_46061,ID,512,48692,160,26.006291401106864,113.43687346205115,0.03384794993326068,139.47701281309128,50
101,116347_46061,ID,1024,48692,160,71.7491695242934,137.6466859751381,0.03650292521342635,209.43235842464492,50
102,115195_48971,MT,128,48774,78,8.224619985092431,102.53725004103035,0.019669894129037857,110.78153992025182,50
102,115195_48971,MT,256,48774,78,12.418402542360127,107.95689842803404,0.037167021073400974,120.41246799146757,50
102,115195_48971,MT,512,48774,78,42.850484784692526,110.59882993111387,0.022670306731015444,153.4719850225374,50
102,115195_48971,MT,1024,48774,78,95.56489650066942,194.1175946830772,0.04438092885538936,289.726872112602,50
103,112459_42590,ID,128,48709,143,8.067707010079175,106.99109265906736,0.027404602617025375,115.08620427176356,50
103,112459_42590,ID,256,48709,143,15.82041083695367,98.09477916127071,0.019739516079425812,113.9349295143038,50
103,112459_42590,ID,512,48709,143,31.837336069904268,81.50459290808067,0.021477727219462395,113.3634067052044,50
103,112459_42590,ID,1024,48709,143,31.069822918158025,121.81889308383688,0.027922038920223713,152.91663804091513,50
104,103264_47601,ND,128,48685,167,11.459389515221119,131.8040974671021,0.06299158278852701,143.32647856511176,50
104,103264_47601,ND,256,48685,167,22.137030670884997,161.82898170594126,0.020371660124510527,183.98638403695077,50
104,103264_47601,ND,512,48685,167,49.409254033118486,155.0861220229417,0.04405310098081827,204.539429157041,50
104,103264_47601,ND,1024,48685,167,95.81607955275103,220.14595544803888,0.051740453112870455,316.0137754539028,50
105,116359_48894,ID,128,48728,124,15.48115741275251,116.71073390496895,0.04169541597366333,132.23358673369512,50
105,116359_48894,ID,256,48728,124,27.013089451007545,146.13422113796696,0.0633384077809751,173.21064899675548,50
105,116359_48894,ID,512,48728,124,48.6143189528957,152.08833660231903,0.03870764095336199,200.7413631961681,50
105,116359_48894,ID,1024,48728,124,105.47190285194665,196.3368138759397,0.05641358392313123,301.8651303118095,50
106,116886_47339,ID,128,48643,209,9.53697010409087,119.79222467262298,0.02005996974185109,129.3492547464557,50
106,116886_47339,ID,256,48643,209,26.47279660589993,131.8802311080508,0.03672490967437625,158.3897526236251,50
106,116886_47339,ID,512,48643,209,52.29945976892486,161.589300355874,0.027577931992709637,213.91633805679157,50
106,116886_47339,ID,1024,48643,209,100.7433022079058,200.41149760363623,0.04038275312632322,301.19518256466836,50
107,109677_48551,MT,128,48649,203,10.566829580813646,120.24227497726679,0.0281913997605443,130.83729595784098,50
107,109677_48551,MT,256,48649,203,26.0817047432065,150.64751725504175,0.03435980109497905,176.76358179934323,50
107,109677_48551,MT,512,48649,203,55.02469384530559,168.04832259379327,0.04716596333310008,223.12018240243196,50
107,109677_48551,MT,1024,48649,203,99.59906683117151,163.3196606482379,0.041827443055808544,262.96055492246523,50
108,112364_48607,MT,128,48667,185,8.857968871016055,153.32797164842486,0.023012601770460606,162.20895312121138,50
108,112364_48607,MT,256,48667,185,22.61276779975742,179.41288095293567,0.05251918500289321,202.07816793769598,50
108,112364_48607,MT,512,48667,185,57.4402180230245,184.6884188419208,0.07743201404809952,242.2060688789934,50
108,112364_48607,MT,1024,48667,185,84.85046087112278,260.690644742921,0.06350538786500692,345.6046110019088,50
109,105620_41320,WY,128,48782,70,11.967656310182065,153.22558559989557,0.02038211189210415,165.21362402196974,50
109,105620_41320,WY,256,48782,70,22.85969064477831,159.4381630467251,0.0208360617980361,182.31868975330144,50
109,105620_41320,WY,512,48782,70,62.66187991388142,166.60780856199563,0.01968870824202895,229.28937718411908,50
109,105620_41320,WY,1024,48782,70,118.5164497429505,242.0367593881674,0.06198925478383899,360.61519838590175,50
110,106814_41452,WY,128,48841,11,15.744751289021224,170.53829794330522,0.05700287502259016,186.34005210734904,50
110,106814_41452,WY,256,48841,11,31.77123101428151,152.07093811174855,0.02693597786128521,183.86910510389134,50
110,106814_41452,WY,512,48841,11,49.43209205614403,160.09709295490757,0.029524531681090593,209.5587095427327,50
110,106814_41452,WY,1024,48841,11,140.54141833586618,116.60812780121341,0.023651043884456158,257.17319718096405,50
111,114096_46927,MT,128,48846,6,9.956976148765534,124.4753317432478,0.039558352902531624,134.47186624491587,50
111,114096_46927,MT,256,48846,6,19.57801724690944,132.6567771830596,0.019798466935753822,152.2545928969048,50
111,114096_46927,MT,512,48846,6,39.797079496085644,131.26224496681243,0.028589582070708275,171.08791404496878,50
111,114096_46927,MT,1024,48846,6,63.52877723518759,147.22089042514563,0.023212946020066738,210.77288060635328,50
